,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,Name,Ragnetto,Ragnetto,Ragnetto,Ragnetto,Ragnetto,Ragnetto,Ragnetto,Ragnetto,"Ragnetto:Marker1","Ragnetto:Marker1","Ragnetto:Marker1","Ragnetto:Marker1","Ragnetto:Marker2","Ragnetto:Marker2","Ragnetto:Marker2","Ragnetto:Marker2","Ragnetto:Marker3","Ragnetto:Marker3","Ragnetto:Marker3","Ragnetto:Marker3","Ragnetto:Marker4","Ragnetto:Marker4","Ragnetto:Marker4","Ragnetto:Marker4",Ragnetto:Marker1,Ragnetto:Marker1,Ragnetto:Marker1,Ragnetto:Marker2,Ragnetto:Marker2,Ragnetto:Marker2,Ragnetto:Marker3,Ragnetto:Marker3,Ragnetto:Marker3,Ragnetto:Marker4,Ragnetto:Marker4,Ragnetto:Marker4
,ID,"54A2169DEC4611EE5F75BB645DD45CA7","54A2169DEC4611EE5F75BB645DD45CA7","54A2169DEC4611EE5F75BB645DD45CA7","54A2169DEC4611EE5F75BB645DD45CA7","54A2169DEC4611EE5F75BB645DD45CA7","54A2169DEC4611EE5F75BB645DD45CA7","54A2169DEC4611EE5F75BB645DD45CA7","54A2169DEC4611EE5F75BB645DD45CA7","54A2169DEC4611EE5F75BB645DD45CA7","54A2169DEC4611EE5F75BB645DD45CA7","54A2169DEC4611EE5F75BB645DD45CA7","54A2169DEC4611EE5F75BB645DD45CA7","54A2169DEC4611EE5F75BB645DD45CA7","54A2169DEC4611EE5F75BB645DD45CA7","54A2169DEC4611EE5F75BB645DD45CA7","54A2169DEC4611EE5F75BB645DD45CA7","54A2169DEC4611EE5F75BB645DD45CA7","54A2169DEC4611EE5F75BB645DD45CA7","54A2169DEC4611EE5F75BB645DD45CA7","54A2169DEC4611EE5F75BB645DD45CA7","54A2169DEC4611EE5F75BB645DD45CA7","54A2169DEC4611EE5F75BB645DD45CA7","54A2169DEC4611EE5F75BB645DD45CA7","54A2169DEC4611EE5F75BB645DD45CA7","C6800","C6800","C6800","A15FD681EC4711EE5F75BB645DD45CA7","A15FD681EC4711EE5F75BB645DD45CA7","A15FD681EC4711EE5F75BB645DD45CA7","C65B0","C65B0","C65B0","C68C0","C68C0","C68C0"
,,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Mean Marker Error,Position,Position,Position,Marker Quality,Position,Position,Position,Marker Quality,Position,Position,Position,Marker Quality,Position,Position,Position,Marker Quality,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,W,X,Y,Z,,X,Y,Z,,X,Y,Z,,X,Y,Z,,X,Y,Z,,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
845,2.347222,-0.081725,-0.962090,0.136159,0.221732,0.672310,0.193965,-0.445004,0.000627,0.634865,0.237459,-0.316243,0.841771,0.585299,0.208469,-0.422308,0.806320,0.701105,0.227210,-0.328181,0.846471,0.672325,0.193990,-0.444918,0.893329,0.634844,0.236993,-0.316649,0.585644,0.208831,-0.421865,0.700794,0.227481,-0.328450,0.672311,0.193823,-0.444688
846,2.350000,-0.081420,-0.967714,0.138369,0.194303,0.684886,0.194104,-0.432598,0.000733,0.640013,0.238090,-0.306404,0.845399,0.596625,0.207878,-0.414809,0.832974,0.706905,0.228432,-0.314620,0.876892,0.684896,0.194130,-0.432512,0.928636,0.640001,0.237680,-0.306635,0.597066,0.208228,-0.414360,0.706503,0.228628,-0.315156,0.684869,0.193993,-0.432195
847,2.352778,-0.079969,-0.972833,0.137767,0.167994,0.697032,0.195090,-0.420864,0.000413,0.645118,0.238700,-0.297267,0.897277,0.607815,0.207933,-0.407760,0.904219,0.712449,0.229753,-0.301940,0.934260,0.697037,0.195116,-0.420777,0.875624,0.645066,0.238361,-0.297492,0.608154,0.208111,-0.407742,0.712536,0.229972,-0.302058,0.696664,0.195058,-0.420453
848,2.355556,-0.081020,-0.977301,0.137709,0.139117,0.709735,0.195355,-0.408585,0.000605,0.650462,0.239040,-0.288372,0.824402,0.619828,0.207644,-0.400723,0.897064,0.718007,0.230529,-0.289102,0.916213,0.709735,0.195381,-0.408499,0.845784,0.650472,0.238549,-0.288874,0.620062,0.207927,-0.400537,0.718075,0.230777,-0.289317,0.709423,0.195341,-0.407969
849,2.358333,-0.076590,-0.980872,0.137580,0.114439,0.721709,0.196261,-0.396231,0.000572,0.656041,0.239128,-0.279085,0.858227,0.631343,0.207116,-0.392717,0.893660,0.723670,0.231699,-0.276556,0.868553,0.721705,0.196287,-0.396145,0.928660,0.656376,0.238729,-0.279310,0.631566,0.207382,-0.392472,0.723270,0.231958,-0.276778,0.721547,0.196161,-0.395944
850,2.361111,-0.075563,-0.983871,0.136729,0.087136,0.733761,0.197087,-0.383602,0.000641,0.661439,0.239446,-0.270252,0.858227,0.643236,0.207058,-0.384998,0.893660,0.728902,0.232686,-0.264057,0.868553,0.733752,0.197114,-0.383517,0.928660,0.661787,0.239021,-0.270454,0.643461,0.207298,-0.384914,0.728646,0.232929,-0.264387,0.733434,0.197056,-0.383069
851,2.363889,-0.075020,-0.986206,0.135487,0.058422,0.746030,0.197584,-0.370916,0.000661,0.666993,0.239387,-0.261927,0.853621,0.655645,0.206731,-0.377476,0.915065,0.734052,0.233245,-0.251892,0.879136,0.746016,0.197611,-0.370831,0.862015,0.667096,0.239016,-0.262110,0.655982,0.206987,-0.377235,0.733962,0.233412,-0.252364,0.745665,0.197559,-0.370418
852,2.366667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
853,2.369444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
854,2.372222,-0.068484,-0.988519,0.132907,-0.021837,0.780913,0.199392,-0.331814,0.000303,0.684386,0.238709,-0.236895,0.907286,0.692415,0.205350,-0.352522,0.912501,0.749213,0.234947,-0.216433,0.909137,0.780885,0.199418,-0.331733,0.919501,0.684361,0.238348,-0.236975,0.692572,0.205626,-0.352375,0.749286,0.235196,-0.216688,0.780681,0.199254,-0.331545
855,2.375000,-0.066097,-0.987948,0.131182,-0.048800,0.792103,0.199974,-0.318783,0.000493,0.690229,0.238161,-0.229137,0.935291,0.704761,0.204874,-0.344149,0.895488,0.753922,0.235175,-0.205271,0.909722,0.792070,0.200000,-0.318704,0.908674,0.690325,0.237938,-0.229228,0.705020,0.205052,-0.343874,0.753891,0.235265,-0.205620,0.791747,0.199956,-0.318540
856,2.377778,-0.064340,-0.986677,0.129580,-0.074416,0.803207,0.200495,-0.305316,0.000370,0.696554,0.237683,-0.220963,0.935291,0.717210,0.204492,-0.335062,0.895488,0.758989,0.235358,-0.193910,0.909722,0.803169,0.200520,-0.305238,0.908674,0.696701,0.237363,-0.221213,0.717226,0.204759,-0.334702,0.758914,0.235545,-0.194088,0.803082,0.200386,-0.305170
857,2.380556,-0.060096,-0.984548,0.128778,-0.102319,0.814229,0.200978,-0.291665,0.000623,0.702589,0.236739,-0.213366,0.892146,0.729927,0.203556,-0.326054,0.887737,0.763488,0.235458,-0.182953,0.932658,0.814188,0.201003,-0.291589,0.956554,0.702927,0.236361,-0.213478,0.730100,0.203845,-0.325712,0.763327,0.235673,-0.183334,0.813838,0.200877,-0.291438
858,2.383333,-0.055736,-0.982164,0.125578,-0.128366,0.825102,0.201546,-0.278212,0.000472,0.709066,0.235398,-0.205668,0.908311,0.742634,0.202879,-0.316856,0.906992,0.768347,0.235006,-0.172188,0.854077,0.825056,0.201570,-0.278138,0.931640,0.709251,0.235174,-0.205444,0.742846,0.203093,-0.316638,0.768172,0.235141,-0.172728,0.824834,0.201445,-0.278041
859,2.386111,-0.053272,-0.978522,0.124049,-0.155782,0.835722,0.202069,-0.264408,0.000390,0.715529,0.234647,-0.198338,0.883133,0.755465,0.202383,-0.307476,0.855032,0.772903,0.234995,-0.161687,0.902425,0.835672,0.202092,-0.264337,0.904359,0.715620,0.234208,-0.198469,0.755632,0.202756,-0.307064,0.772814,0.235359,-0.161796,0.835503,0.201795,-0.264508
860,2.388889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
861,2.391667,-0.046360,-0.969853,0.119189,-0.207436,0.856179,0.203060,-0.237018,0.000393,0.729017,0.232321,-0.183663,0.883133,0.780777,0.201261,-0.288081,0.855032,0.782304,0.234172,-0.141328,0.902425,0.856121,0.203082,-0.236952,0.904359,0.729286,0.232050,-0.183772,0.780862,0.201471,-0.287799,0.782223,0.234355,-0.141458,0.855848,0.202961,-0.236995
862,2.394444,-0.043634,-0.964003,0.117578,-0.234457,0.866030,0.203359,-0.222949,0.000527,0.735821,0.231188,-0.176645,0.900548,0.793540,0.200582,-0.278028,0.909447,0.786704,0.233741,-0.131482,0.940321,0.865968,0.203380,-0.222887,0.924511,0.736085,0.231132,-0.176689,0.793698,0.200651,-0.277659,0.786671,0.233696,-0.131754,0.865579,0.203413,-0.222941
863,2.397222,-0.039473,-0.958502,0.114694,-0.257994,0.875825,0.203766,-0.209363,0.000389,0.743186,0.229687,-0.169261,0.931595,0.806064,0.199977,-0.267804,0.898072,0.791839,0.232946,-0.121746,0.930486,0.875760,0.203787,-0.209304,0.901485,0.743361,0.229482,-0.169236,0.806059,0.200213,-0.267361,0.791685,0.233075,-0.122080,0.875744,0.203628,-0.209438
864,2.400000,-0.033198,-0.951450,0.112161,-0.284710,0.885363,0.204412,-0.195332,0.000269,0.750300,0.227879,-0.162461,0.959242,0.818919,0.199208,-0.257415,0.962829,0.796265,0.232135,-0.112417,0.933746,0.885294,0.204432,-0.195276,0.939190,0.750387,0.227794,-0.162352,0.819008,0.199288,-0.257327,0.796324,0.232168,-0.112673,0.885060,0.204404,-0.195218
865,2.402778,-0.028877,-0.943904,0.109715,-0.310118,0.894629,0.204690,-0.181296,0.000465,0.757713,0.226177,-0.155504,0.889673,0.831577,0.198451,-0.246731,0.884093,0.800954,0.231155,-0.103152,0.945354,0.894558,0.204709,-0.181244,0.886939,0.757951,0.225879,-0.155726,0.831657,0.198691,-0.246342,0.801038,0.231356,-0.103169,0.894156,0.204566,-0.181394
866,2.405556,-0.024278,-0.935798,0.108182,-0.334647,0.903866,0.204927,-0.167436,0.000235,0.765527,0.224481,-0.148650,0.944428,0.844290,0.197585,-0.235942,0.926819,0.805997,0.230237,-0.094204,0.950866,0.903792,0.204945,-0.167388,0.920859,0.765646,0.224334,-0.148532,0.844474,0.197718,-0.235757,0.805905,0.230377,-0.094306,0.903581,0.204818,-0.167587
867,2.408333,-0.021094,-0.927214,0.104625,-0.359002,0.912622,0.205052,-0.153409,0.000488,0.773261,0.222750,-0.141652,0.944428,0.856704,0.197051,-0.224861,0.926819,0.810834,0.228939,-0.085214,0.950866,0.912545,0.205068,-0.153365,0.920859,0.773247,0.222442,-0.141424,0.856982,0.197350,-0.224526,0.811019,0.229177,-0.085639,0.912095,0.204839,-0.153505
868,2.411111,-0.012113,-0.917500,0.102528,-0.384104,0.921385,0.205801,-0.139384,0.000335,0.781234,0.220330,-0.134952,0.904006,0.869439,0.196148,-0.213578,0.867782,0.815683,0.227671,-0.076688,0.869734,0.921306,0.205817,-0.139344,0.868842,0.781587,0.220239,-0.134823,0.869338,0.196251,-0.213401,0.815524,0.227716,-0.076938,0.921214,0.205759,-0.139401
869,2.413889,-0.009309,-0.907594,0.101214,-0.407361,0.929910,0.205516,-0.125589,0.000589,0.789566,0.218548,-0.128167,0.903358,0.881825,0.195152,-0.202248,0.942865,0.820995,0.226379,-0.068283,0.925160,0.929829,0.205530,-0.125553,0.969419,0.789999,0.218399,-0.128035,0.881699,0.195309,-0.201998,0.821054,0.226426,-0.068672,0.929463,0.205474,-0.125546
870,2.416667,-0.003589,-0.896435,0.099219,-0.431911,0.938206,0.205588,-0.111432,0.000474,0.797994,0.216243,-0.121426,0.944634,0.894395,0.194160,-0.190464,0.892960,0.826098,0.224801,-0.060008,0.886659,0.938123,0.205601,-0.111400,0.923722,0.798092,0.216051,-0.121478,0.894261,0.194368,-0.190114,0.826422,0.224881,-0.060315,0.937834,0.205505,-0.111392
871,2.419444,0.002275,-0.885260,0.095579,-0.455163,0.946238,0.205620,-0.097931,0.000441,0.806533,0.213715,-0.114963,0.935799,0.906663,0.193360,-0.179046,0.916978,0.831359,0.222813,-0.052224,0.934462,0.946153,0.205632,-0.097903,0.877419,0.806675,0.213548,-0.115097,0.906728,0.193509,-0.178757,0.831591,0.222928,-0.052187,0.945713,0.205536,-0.098097
872,2.422222,0.007299,-0.873458,0.093556,-0.477772,0.954236,0.205668,-0.084067,0.000514,0.815447,0.211593,-0.108059,0.935799,0.918940,0.192583,-0.167007,0.916978,0.836978,0.221240,-0.044194,0.934462,0.954150,0.205678,-0.084044,0.877419,0.815760,0.211365,-0.107768,0.918933,0.192797,-0.166896,0.837108,0.221412,-0.044556,0.953714,0.205521,-0.084083
873,2.425000,0.013720,-0.860517,0.092465,-0.500772,0.961628,0.205568,-0.070411,0.000353,0.824176,0.209004,-0.101525,0.879069,0.930860,0.191401,-0.154962,0.939824,0.842234,0.219390,-0.036707,0.894620,0.961540,0.205577,-0.070393,0.883665,0.824267,0.208784,-0.101287,0.930995,0.191600,-0.154882,0.842398,0.219587,-0.036929,0.961150,0.205401,-0.070490
874,2.427778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
875,2.430556,0.024821,-0.833199,0.087851,-0.545386,0.976230,0.205191,-0.043115,0.000465,0.842626,0.203919,-0.088075,0.875389,0.954715,0.189565,-0.130231,0.924947,0.853639,0.215240,-0.021849,0.885240,0.976141,0.205197,-0.043106,0.932138,0.842957,0.203732,-0.087753,0.954485,0.189755,-0.130193,0.853763,0.215376,-0.022270,0.975915,0.205060,-0.043044
876,2.433333,0.031597,-0.818802,0.087846,-0.566435,0.983415,0.204865,-0.029572,0.000434,0.852243,0.201085,-0.081077,0.857735,0.966495,0.188161,-0.117498,0.903752,0.859778,0.213142,-0.014495,0.868599,0.983325,0.204870,-0.029567,0.897881,0.852394,0.200865,-0.080574,0.966528,0.188442,-0.117236,0.859672,0.213353,-0.014964,0.983247,0.204599,-0.029862
877,2.436111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
878,2.438889,0.043434,-0.788005,0.084241,-0.608330,0.996819,0.204135,-0.002614,0.000530,0.871724,0.195553,-0.067040,0.857735,0.989432,0.186122,-0.091593,0.903752,0.872089,0.208425,-0.000185,0.868599,0.996729,0.204137,-0.002618,0.897881,0.871835,0.195385,-0.066905,0.989493,0.186336,-0.091237,0.872407,0.208586,-0.000247,0.996240,0.203930,-0.003047
879,2.441667,0.047884,-0.771882,0.080163,-0.628872,1.003425,0.203636,0.010363,0.000374,0.881932,0.192983,-0.060340,0.939529,1.000878,0.185547,-0.078870,0.895232,0.878679,0.205825,0.006442,0.909490,1.003336,0.203637,0.010354,0.829379,0.881956,0.192917,-0.060110,1.001308,0.185585,-0.079036,0.878712,0.205953,0.006543,1.002849,0.203538,0.010189
880,2.444444,0.055754,-0.755463,0.081464,-0.647713,1.009499,0.203100,0.023390,0.000480,0.891762,0.189702,-0.052974,0.939885,1.011567,0.183872,-0.065616,0.884516,0.885073,0.203318,0.013397,0.958520,1.009410,0.203099,0.023377,0.869123,0.891874,0.189490,-0.052741,1.011397,0.184133,-0.065316,0.885286,0.203508,0.013147,1.009254,0.202859,0.023094
881,2.447222,0.060203,-0.738743,0.079860,-0.666526,1.015863,0.202182,0.036056,0.000467,0.902219,0.186882,-0.045943,0.853492,1.022568,0.182662,-0.052658,0.919880,0.892087,0.200644,0.019960,0.889901,1.015775,0.202180,0.036039,0.899314,0.902438,0.186665,-0.045445,1.022462,0.182932,-0.052522,0.892114,0.200869,0.019583,1.015635,0.201903,0.035782
882,2.450000,0.066886,-0.720061,0.079005,-0.686146,1.021700,0.201654,0.048888,0.000497,0.912803,0.183826,-0.038843,0.874068,1.033392,0.181553,-0.039177,0.922254,0.898987,0.197934,0.026314,0.917039,1.021612,0.201650,0.048866,0.896094,0.913008,0.183830,-0.038383,1.033259,0.181681,-0.038926,0.898996,0.197951,0.025983,1.021531,0.201501,0.048487
883,2.452778,0.072489,-0.701682,0.077975,-0.704491,1.027519,0.200816,0.061528,0.000527,0.923479,0.180807,-0.031468,0.840179,1.043950,0.180341,-0.025690,0.896661,0.906175,0.195114,0.032806,0.914352,1.027433,0.200811,0.061502,0.840362,0.923469,0.180675,-0.030842,1.044309,0.180545,-0.025668,0.906255,0.195317,0.032542,1.027004,0.200535,0.061118
884,2.455556,0.077167,-0.683297,0.078942,-0.721747,1.033265,0.199744,0.073833,0.000518,0.934174,0.177868,-0.024021,0.840179,1.054209,0.178745,-0.012287,0.896661,0.913559,0.192506,0.039193,0.914352,1.033180,0.199738,0.073802,0.840362,0.934026,0.177853,-0.023764,1.054036,0.178878,-0.011978,0.914017,0.192512,0.038921,1.033043,0.199614,0.073508
885,2.458333,0.083270,-0.664257,0.077285,-0.738821,1.038875,0.198677,0.086194,0.000591,0.945131,0.174529,-0.016285,0.925705,1.064406,0.177467,0.001373,0.905382,0.921169,0.189235,0.045722,0.866745,1.038793,0.198669,0.086159,0.913039,0.945412,0.174466,-0.015839,1.064208,0.177634,0.001530,0.921324,0.189356,0.045556,1.038555,0.198445,0.085722
886,2.461111,0.088930,-0.643499,0.077008,-0.756353,1.044137,0.197530,0.098261,0.000613,0.956309,0.171234,-0.008827,0.847265,1.074426,0.176018,0.015098,0.869137,0.928887,0.186086,0.051695,0.892273,1.044056,0.197521,0.098222,0.874625,0.956633,0.170946,-0.008397,1.074028,0.176342,0.015202,0.929082,0.186410,0.051488,1.043935,0.197161,0.097895
887,2.463889,0.093500,-0.624183,0.077048,-0.771827,1.049435,0.196298,0.109908,0.000134,0.967207,0.168228,-0.001104,0.925318,1.083963,0.174572,0.028471,0.948140,0.936716,0.183172,0.057907,0.923111,1.049357,0.196288,0.109865,0.951471,0.967059,0.167971,-0.001072,1.083907,0.174772,0.028472,0.936885,0.183393,0.057776,1.049392,0.196124,0.109964
888,2.466667,0.098732,-0.603023,0.075575,-0.787974,1.054499,0.194646,0.121599,0.000439,0.978560,0.164637,0.006683,0.906156,1.093520,0.172959,0.042207,0.917891,0.944834,0.179468,0.063935,0.895969,1.054423,0.194634,0.121553,0.908943,0.978269,0.164514,0.006885,1.093515,0.173161,0.042465,0.945193,0.179594,0.063768,1.054359,0.194428,0.121259
889,2.469444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
890,2.472222,0.109659,-0.561394,0.074574,-0.816854,1.064827,0.191940,0.144353,0.000298,1.001421,0.158060,0.023090,0.906156,1.112053,0.170152,0.069579,0.917891,0.961828,0.172807,0.076478,0.895969,1.064756,0.191925,0.144300,0.908943,1.001565,0.158047,0.023441,1.111967,0.170264,0.069675,0.961756,0.172882,0.076366,1.064769,0.191751,0.143964
891,2.475000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
892,2.477778,0.117284,-0.517182,0.075631,-0.844421,1.074602,0.188021,0.166334,0.000335,1.024617,0.151208,0.039766,0.953690,1.129652,0.166267,0.097106,0.928142,0.979487,0.165806,0.088607,0.943219,1.074537,0.188003,0.166273,0.947538,1.024630,0.151179,0.039948,1.129383,0.166351,0.097165,0.979695,0.165861,0.088537,1.074584,0.187893,0.166101
893,2.480556,0.121851,-0.493782,0.074886,-0.857743,1.079460,0.186148,0.177247,0.000478,1.036678,0.147770,0.048523,0.896586,1.138350,0.164665,0.111167,0.887082,0.988857,0.162091,0.094820,0.903704,1.079398,0.186129,0.177184,0.880738,1.036500,0.147669,0.048883,1.138043,0.164900,0.111400,0.989113,0.162211,0.094558,1.079627,0.185874,0.176852
894,2.483333,0.126093,-0.471571,0.075807,-0.869468,1.084144,0.184115,0.187610,0.000338,1.048129,0.144230,0.057283,0.947243,1.146423,0.162666,0.124702,0.905642,0.997949,0.158461,0.101041,0.955507,1.084086,0.184095,0.187544,0.890014,1.048133,0.144111,0.057457,1.146163,0.162862,0.124893,0.998031,0.158615,0.101007,1.084258,0.183863,0.187212
895,2.486111,0.129424,-0.448460,0.076720,-0.881049,1.088923,0.181921,0.198068,0.000620,1.059941,0.140791,0.066381,0.947243,1.154510,0.160613,0.138565,0.905642,1.007475,0.154859,0.107427,0.955507,1.088869,0.181900,0.197999,0.890014,1.059991,0.140746,0.066808,1.153948,0.160756,0.138540,1.007791,0.154973,0.107276,1.089066,0.181688,0.197748
896,2.488889,0.133027,-0.425147,0.077082,-0.891971,1.093838,0.179654,0.208075,0.000426,1.071952,0.137280,0.075415,0.892047,1.162555,0.158610,0.152116,0.854791,1.017344,0.151091,0.113657,0.908096,1.093788,0.179632,0.208003,0.904366,1.071991,0.137245,0.075676,1.162052,0.158698,0.152059,1.017570,0.151148,0.113510,1.094026,0.179522,0.207947
897,2.491667,0.137011,-0.401822,0.074864,-0.902309,1.098621,0.177168,0.217816,0.000358,1.083929,0.133710,0.084517,0.933562,1.170317,0.156859,0.165438,0.871399,1.027303,0.146903,0.119940,0.931015,1.098574,0.177146,0.217742,0.932903,1.083720,0.133735,0.084713,1.170064,0.156999,0.165724,1.027429,0.146893,0.119784,1.098910,0.176991,0.217417
898,2.494444,0.138971,-0.377904,0.077491,-0.912069,1.103277,0.174501,0.227621,0.000865,1.095664,0.130114,0.094037,0.856624,1.177666,0.154216,0.179135,0.797503,1.037230,0.143250,0.126413,0.863471,1.103235,0.174478,0.227546,0.891420,1.095643,0.130427,0.094517,1.176876,0.154097,0.179006,1.037744,0.143068,0.126380,1.103530,0.174465,0.227227
899,2.497222,0.142284,-0.352346,0.075965,-0.921866,1.107960,0.172045,0.237102,0.000455,1.108063,0.126787,0.103592,0.966111,1.185091,0.152529,0.192761,0.910609,1.047817,0.139285,0.132739,0.903712,1.107922,0.172020,0.237024,0.879196,1.107943,0.126745,0.103640,1.184791,0.152646,0.192916,1.048109,0.139407,0.132959,1.108049,0.171823,0.236602
900,2.500000,0.143788,-0.327268,0.076026,-0.930828,1.112801,0.168937,0.246683,0.000767,1.120314,0.123172,0.113558,0.804421,1.192326,0.149989,0.206521,0.870412,1.058512,0.135206,0.139460,0.879730,1.112767,0.168912,0.246603,0.843416,1.120951,0.123336,0.113983,1.191829,0.149934,0.206386,1.058107,0.135260,0.139715,1.113032,0.168748,0.246060
901,2.502778,0.145856,-0.305030,0.075991,-0.938034,1.117748,0.166075,0.255569,0.000674,1.131752,0.119723,0.123174,0.804421,1.199192,0.147647,0.219190,0.870412,1.068725,0.131327,0.146155,0.879730,1.117718,0.166049,0.255488,0.843416,1.131410,0.119742,0.123629,1.198879,0.147749,0.219077,1.069256,0.131436,0.146128,1.117841,0.165819,0.255172
902,2.505556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
903,2.508333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
904,2.511111,0.151567,-0.228885,0.074598,-0.958684,1.132390,0.156280,0.281822,0.000434,1.168001,0.108699,0.153990,0.908152,1.218983,0.140043,0.258705,0.916748,1.101865,0.118542,0.166818,0.918606,1.132374,0.156252,0.281738,0.899689,1.168259,0.108576,0.154219,1.218695,0.140167,0.258591,1.101686,0.118778,0.166953,1.132581,0.156017,0.281488
905,2.513889,0.152427,-0.204277,0.072869,-0.964224,1.137546,0.152955,0.290205,0.000362,1.179950,0.105481,0.164423,0.940532,1.225356,0.137705,0.271413,0.918049,1.113153,0.114558,0.173961,0.934835,1.137534,0.152927,0.290120,0.936585,1.179844,0.105397,0.164618,1.225079,0.137800,0.271265,1.113362,0.114707,0.174004,1.137708,0.152765,0.290030
906,2.516667,0.152937,-0.179207,0.071789,-0.969196,1.142594,0.149064,0.298487,0.000573,1.191731,0.101744,0.175120,0.940532,1.231389,0.134711,0.284149,0.918049,1.124448,0.110128,0.181284,0.934835,1.142586,0.149036,0.298402,0.936585,1.191800,0.101833,0.175466,1.230957,0.134730,0.284020,1.124405,0.110208,0.181442,1.142993,0.148847,0.298027
907,2.519444,0.153649,-0.154464,0.071843,-0.973330,1.148117,0.145367,0.306329,0.000229,1.203671,0.098032,0.185721,0.909007,1.237627,0.131710,0.296444,0.887093,1.136099,0.105871,0.188526,0.954314,1.148115,0.145337,0.306244,0.853899,1.203778,0.097923,0.185571,1.237314,0.131743,0.296337,1.136187,0.105971,0.188719,1.148232,0.145312,0.306307
908,2.522222,0.154002,-0.128660,0.069677,-0.977177,1.153459,0.141491,0.314223,0.000312,1.215655,0.094607,0.196721,0.946656,1.243522,0.128965,0.308926,0.916911,1.147933,0.101583,0.196076,0.941207,1.153461,0.141461,0.314138,0.966025,1.215680,0.094647,0.197084,1.243342,0.128926,0.308572,1.147995,0.101650,0.196074,1.153554,0.141393,0.314132
909,2.525000,0.154286,-0.102724,0.070049,-0.980172,1.158749,0.137544,0.321823,0.000355,1.227274,0.090780,0.207847,0.942549,1.249058,0.125708,0.321216,0.864917,1.159624,0.097223,0.203690,0.933993,1.158755,0.137514,0.321738,0.884845,1.227205,0.090892,0.207659,1.248520,0.125663,0.321252,1.159773,0.097107,0.203875,1.159212,0.137562,0.321706
910,2.527778,0.155796,-0.076775,0.069572,-0.982341,1.164230,0.133715,0.329450,0.000496,1.238912,0.086982,0.219396,0.899113,1.254560,0.122752,0.333513,0.901942,1.171504,0.092745,0.211762,0.973896,1.164241,0.133685,0.329366,0.891688,1.238829,0.087073,0.219781,1.254268,0.122741,0.333251,1.171525,0.092815,0.211837,1.164597,0.133536,0.329168
911,2.530556,0.154845,-0.051596,0.066298,-0.984360,1.169978,0.129234,0.336783,0.000438,1.250615,0.083567,0.230551,0.907202,1.260150,0.119576,0.345266,0.884822,1.183586,0.088356,0.219626,0.907303,1.169994,0.129205,0.336700,0.900491,1.250319,0.083415,0.230715,1.259790,0.119728,0.345022,1.183903,0.088547,0.219619,1.170333,0.129014,0.336787
912,2.533333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
913,2.536111,0.153915,-0.001426,0.062034,-0.986134,1.181708,0.120331,0.351305,0.000492,1.273402,0.076350,0.253679,0.907202,1.270825,0.112883,0.368595,0.884822,1.207665,0.079485,0.236242,0.907303,1.181733,0.120302,0.351224,0.900491,1.273409,0.076141,0.253800,1.270491,0.112993,0.368210,1.207732,0.079824,0.236594,1.181992,0.120061,0.351137
914,2.538889,0.152211,0.024533,0.061036,-0.986157,1.187606,0.115730,0.358461,0.000489,1.284601,0.072702,0.265651,0.939752,1.275793,0.109162,0.380281,0.869652,1.219812,0.075190,0.244878,0.876434,1.187635,0.115701,0.358381,0.908857,1.284763,0.072702,0.265750,1.275530,0.109109,0.379965,1.219668,0.075353,0.245310,1.187878,0.115591,0.358167
915,2.541667,0.151632,0.050494,0.058083,-0.985436,1.193856,0.110944,0.365222,0.000442,1.295982,0.069062,0.277534,0.973388,1.280912,0.105632,0.391475,0.907888,1.232295,0.070618,0.253517,0.884292,1.193889,0.110915,0.365143,0.916631,1.296026,0.069037,0.277628,1.280711,0.105604,0.391167,1.232224,0.070802,0.253935,1.194118,0.110784,0.364939
